Rating,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
76,3,2,78,71,74,81,77,84,72,46,77,65,76,45,75,69,68,75,69,74,75,78,82,67,55,51,48,52,57,48,41
76,2,1,25,15,15,14,11,23,67,16,22,38,37,12,15,26,49,52,30,72,41,47,64,12,36,11,11,11,20,15,13
76,4,1,31,12,18,14,15,41,73,13,26,41,63,18,39,37,35,45,30,77,27,35,55,14,13,11,11,13,13,23,11
75,4,3,75,75,22,26,43,47,71,73,28,66,72,61,67,49,75,78,73,84,61,75,78,72,80,73,70,57,56,67,71
67,3,2,67,65,65,70,71,63,65,50,56,45,69,40,68,57,78,81,74,73,57,65,57,62,51,37,42,39,35,40,40
66,3,3,69,66,48,58,64,73,62,60,56,67,61,44,70,65,72,75,74,66,70,63,57,52,48,48,47,43,38,42,40
65,4,2,61,70,16,12,13,68,59,66,13,44,60,51,53,39,84,84,58,54,80,82,68,49,70,64,69,48,34,65,58
65,2,3,68,68,46,52,49,48,60,56,33,59,63,54,63,63,73,73,59,47,73,73,52,52,67,64,65,56,51,54,56
64,3,2,50,46,67,60,64,60,53,31,59,31,47,31,55,39,63,54,64,75,57,49,74,64,44,30,26,35,34,48,36
63,3,2,61,65,23,21,31,49,57,63,34,54,55,46,50,35,80,82,69,58,71,82,67,52,65,65,56,42,42,54,59
61,3,2,59,55,50,59,50,55,63,58,49,50,46,50,72,65,66,68,61,44,73,60,61,55,71,42,58,65,64,55,40
61,2,2,68,63,47,57,55,49,59,56,28,63,61,51,68,68,55,57,47,44,69,61,54,58,53,49,44,63,48,56,58
60,2,2,52,65,59,65,64,55,63,49,60,40,42,55,37,33,67,64,57,42,67,54,54,52,32,33,31,35,39,45,32
60,2,3,57,61,23,24,24,40,63,46,22,62,54,36,61,48,69,54,58,67,63,58,51,50,67,64,64,63,38,57,55
60,4,4,65,68,15,12,19,47,48,49,28,44,52,53,57,44,69,74,56,68,62,72,65,54,61,59,58,51,52,53,54
58,2,1,17,13,21,19,19,30,57,17,23,17,22,13,25,24,47,42,24,40,66,30,60,13,30,10,12,16,17,26,10
57,3,2,60,42,56,59,61,46,49,28,50,54,43,32,61,29,62,55,60,57,65,34,70,55,38,22,19,28,23,39,25
57,3,2,52,47,56,58,60,59,53,35,50,46,48,46,57,50,58,65,62,58,71,60,70,62,44,28,30,43,34,51,33
79,3,2,74,65,77,76,86,85,74,46,80,62,66,58,78,70,66,77,81,93,57,60,62,55,73,46,63,36,32,54,31
78,3,3,74,73,16,28,36,68,75,76,35,69,85,46,73,53,76,81,78,83,66,83,83,79,80,77,68,48,46,72,72
77,3,3,78,76,15,20,29,43,70,75,48,70,68,79,75,72,85,90,62,64,70,80,62,69,79,75,74,64,55,69,69
77,3,2,65,43,77,77,79,68,75,42,79,56,71,25,59,55,68,68,73,84,56,62,80,78,49,35,34,26,25,33,33
77,3,2,58,17,80,78,80,80,72,35,75,43,72,19,56,73,34,31,66,80,54,50,80,81,62,22,21,23,11,44,23
76,3,4,82,84,30,36,39,41,73,73,49,73,78,67,71,57,91,92,60,56,82,88,66,58,65,65,60,79,62,70,68
76,3,3,78,72,64,62,67,78,77,74,64,76,78,65,78,65,62,68,88,78,60,68,84,72,85,76,77,47,56,63,68
75,2,2,74,69,71,69,73,69,71,64,71,69,67,78,68,59,79,85,81,68,72,83,55,67,67,59,61,68,30,55,32
75,3,2,73,73,20,24,23,56,70,74,35,63,68,56,64,35,88,76,78,77,68,72,70,74,76,75,71,63,39,67,74
75,3,3,71,75,68,67,69,59,73,69,69,67,72,78,77,68,77,78,83,70,61,72,81,70,75,66,67,75,71,59,60
75,3,3,74,74,72,73,72,70,71,75,69,69,66,75,72,68,85,82,80,66,79,83,60,60,73,42,66,72,60,42,55
75,3,3,74,71,69,69,73,79,73,74,68,75,71,70,82,75,68,68,80,60,77,74,48,55,72,64,71,70,66,69,64
75,3,3,74,74,19,21,29,59,74,74,24,57,74,46,65,47,87,85,71,80,68,84,74,73,73,73,68,78,60,81,74
75,3,2,66,58,76,76,80,63,60,24,79,59,68,45,65,65,52,54,66,82,32,48,74,75,59,22,31,30,34,34,24
75,3,1,21,14,13,13,14,41,73,13,24,42,67,11,21,30,48,50,34,63,41,33,63,14,22,19,12,19,14,11,15
75,5,3,82,66,70,66,68,77,73,63,74,84,78,76,81,79,34,50,41,87,44,34,57,72,91,60,75,68,74,72,79
74,4,3,80,78,42,34,48,58,74,75,61,80,78,73,76,73,68,64,64,58,74,76,64,62,73,67,73,69,74,79,70
74,4,3,75,77,19,32,43,58,70,68,49,74,75,72,76,65,69,66,68,57,81,76,66,60,68,66,71,71,76,75,65
73,3,2,56,53,72,71,76,75,56,46,70,45,58,39,65,64,43,56,72,88,59,38,70,73,52,30,29,29,46,40,27
72,4,3,67,68,70,70,73,70,63,60,67,68,66,60,66,62,83,90,79,75,77,83,81,63,63,61,65,47,42,51,31
72,4,2,70,67,15,12,17,71,69,71,33,44,70,41,53,29,86,78,70,84,75,82,82,63,73,73,66,50,35,69,64
72,3,2,73,68,61,60,68,86,73,65,65,68,75,66,75,73,54,55,81,78,58,58,70,71,69,61,60,50,54,47,63
68,5,3,67,67,56,53,59,56,59,62,59,68,68,67,67,59,69,75,91,63,61,64,70,60,64,65,63,64,63,65,61
70,2,1,22,11,13,11,12,45,59,11,24,50,67,11,39,34,46,47,31,62,45,38,66,12,25,12,11,11,14,22,22
67,3,3,69,68,32,20,28,55,55,65,39,56,66,40,68,51,77,75,63,60,63,74,63,62,73,65,61,48,47,67,62
63,3,2,64,59,63,60,67,62,55,57,62,51,55,62,67,58,64,63,63,58,51,49,61,49,55,43,52,56,38,39,46
59,3,2,56,55,20,15,14,36,61,63,15,49,56,54,58,43,64,57,57,52,72,53,66,60,60,53,54,51,49,50,50
58,2,2,56,54,57,56,52,66,55,39,52,45,45,44,58,53,61,59,53,62,56,57,58,63,50,40,42,48,50,57,41
58,2,2,59,60,57,58,60,59,54,37,56,37,40,55,55,40,62,68,58,44,73,59,58,41,25,25,31,47,29,40,28
58,3,2,54,50,20,23,16,37,58,55,20,51,52,35,51,39,74,70,62,57,65,58,63,48,60,62,55,43,34,58,48
57,3,2,55,54,21,24,24,42,56,53,18,57,51,42,53,41,65,62,58,61,70,68,60,62,49,57,48,43,44,61,45
56,3,3,55,55,55,56,58,65,56,63,50,56,48,50,58,54,63,67,55,54,68,51,63,60,60,38,45,45,39,50,50
51,2,1,20,15,14,12,13,17,52,15,14,21,30,14,18,21,33,38,18,44,54,32,52,11,22,15,11,13,11,22,14
84,4,5,90,88,25,21,27,40,75,80,38,79,82,80,80,76,86,79,77,57,82,92,59,45,76,77,73,79,75,72,71
83,3,1,24,12,14,13,14,33,78,14,20,59,41,18,21,18,62,60,35,62,47,62,60,16,36,12,14,13,15,26,15
82,3,2,76,74,34,24,48,88,84,86,54,72,79,58,73,59,69,76,91,85,57,66,87,92,78,81,72,73,47,72,79
81,3,3,76,75,48,51,52,92,83,83,49,72,78,63,66,48,94,92,90,69,79,77,70,64,85,83,68,59,48,76,75
80,2,1,22,12,11,13,12,32,80,15,21,39,61,15,25,22,46,50,32,55,41,43,69,13,21,10,14,11,10,24,12
80,4,3,80,73,70,76,79,74,79,74,76,77,77,64,81,83,68,68,83,74,78,69,56,61,76,61,73,70,69,53,63
78,3,2,53,31,78,77,77,91,75,34,76,32,56,31,61,67,32,49,76,93,42,26,51,83,75,46,54,30,59,54,56
76,3,4,76,78,20,24,28,33,79,77,24,66,72,65,67,52,95,92,91,45,85,88,80,64,78,78,73,60,48,69,75
77,3,3,78,70,75,75,76,79,73,55,76,69,70,67,81,71,75,73,85,75,83,80,79,65,62,49,64,69,48,55,43
77,4,3,76,76,34,34,48,80,84,83,45,68,70,66,73,61,79,73,83,69,75,85,90,74,77,75,68,53,50,74,75
77,2,3,75,69,74,76,77,78,75,74,76,73,70,84,76,73,66,68,80,75,60,66,76,76,83,57,79,86,80,68,70
77,3,2,62,56,77,76,78,79,76,39,78,49,62,17,56,44,46,54,73,91,52,31,76,75,52,19,35,14,18,17,23
77,3,3,76,77,41,45,47,73,70,72,56,74,66,83,72,68,80,78,85,61,77,79,60,42,71,69,67,82,71,60,72
75,3,2,67,64,75,76,77,79,75,58,77,63,60,68,64,58,76,72,79,72,81,64,79,70,37,27,54,44,32,54,50
75,3,2,72,63,72,75,77,74,73,41,76,65,71,50,73,69,76,78,88,75,65,68,78,73,78,44,68,57,29,35,66
74,3,2,70,69,65,71,73,82,76,42,72,59,71,49,74,71,76,78,90,84,68,66,84,71,83,46,71,44,32,51,68
74,3,2,51,36,75,73,75,77,69,29,71,36,62,36,46,51,55,65,66,91,52,50,68,73,44,31,29,30,29,34,25
74,3,2,59,47,73,73,75,79,67,46,76,40,59,61,64,62,66,66,60,82,63,60,79,67,68,24,39,51,52,38,48
74,4,2,70,68,27,45,48,74,75,76,33,61,72,51,69,63,54,54,68,87,57,56,73,84,76,75,62,54,56,68,72
72,2,3,76,80,21,20,23,33,64,65,23,57,64,62,65,56,91,88,71,54,82,90,55,31,70,66,64,60,42,58,50
71,2,3,70,68,55,50,43,38,68,62,41,71,61,62,72,68,83,78,76,50,75,76,72,56,65,62,61,62,49,55,46
71,3,2,73,69,62,63,68,51,71,72,63,69,69,61,73,69,68,65,71,72,60,68,71,73,72,70,72,64,59,63,69
70,3,2,46,37,67,69,68,89,61,49,69,43,65,64,57,53,30,44,34,85,34,33,55,76,77,47,52,53,65,69,37
69,3,2,69,72,65,67,68,69,64,65,64,65,65,66,65,59,82,78,73,61,68,70,74,55,39,38,35,60,46,50,39
66,3,1,23,18,12,12,12,34,60,16,23,39,56,11,25,30,45,45,35,64,56,51,54,11,23,20,18,13,12,22,14
64,3,3,58,61,64,62,64,78,56,37,61,56,59,43,65,59,71,76,65,73,74,66,61,61,70,35,38,45,48,51,42
57,2,2,39,36,52,54,57,65,53,33,54,31,45,32,46,42,53,58,63,67,47,48,54,58,41,26,24,32,36,48,37
57,3,3,60,53,25,24,25,52,49,54,26,47,48,35,49,42,62,68,60,60,52,64,65,62,56,56,43,47,48,55,48
57,3,2,49,51,55,59,62,56,56,32,59,38,51,47,40,35,64,64,58,60,65,57,68,58,43,24,31,29,33,48,38
56,2,1,16,11,20,13,18,19,50,19,20,33,28,17,27,21,40,44,44,67,48,32,59,16,23,14,15,16,11,21,20
55,3,3,51,60,36,36,39,42,57,45,33,55,56,51,56,52,69,65,49,49,65,65,49,41,47,39,38,56,57,46,43
53,2,2,41,35,41,43,51,55,57,27,48,36,44,32,37,28,57,60,62,88,59,48,69,49,49,26,30,28,28,36,28
53,3,2,50,51,48,48,53,57,56,49,54,43,41,53,53,46,65,63,56,52,62,58,57,48,39,45,34,43,35,44,35
86,4,4,88,88,24,40,44,55,81,83,30,87,79,77,85,78,89,77,79,61,91,91,59,47,79,73,85,84,79,64,75
83,4,4,83,87,30,42,64,64,81,84,37,83,76,72,83,76,79,79,86,76,81,82,81,73,79,82,80,80,67,72,78
83,2,2,71,68,85,78,84,81,81,51,84,72,80,54,77,77,67,77,75,80,50,58,65,88,66,36,48,63,22,42,50
83,5,4,86,85,60,62,68,74,78,77,68,83,80,74,86,78,76,74,89,67,76,83,73,67,72,79,72,77,66,70,72
83,2,4,81,82,15,12,24,60,81,84,22,74,81,62,75,62,80,82,70,71,64,78,74,73,83,84,83,62,68,75,76
82,3,4,82,85,33,38,33,71,78,82,29,77,76,72,76,72,94,92,83,72,85,88,75,53,76,81,66,74,64,71,66
82,3,1,23,16,13,13,11,18,82,8,13,45,34,14,35,37,51,50,36,55,43,51,74,14,20,18,16,12,14,19,14
82,4,2,67,64,80,86,85,87,75,21,82,56,75,59,68,66,61,58,70,85,41,54,82,77,63,33,34,26,18,52,42
82,3,3,75,77,81,86,83,76,75,72,77,64,75,80,76,67,86,86,87,71,76,84,67,66,74,54,69,64,39,46,45
82,3,3,80,74,73,76,80,80,79,74,79,82,78,81,85,83,76,73,93,76,71,74,81,65,75,67,71,80,74,64,72
81,3,3,84,85,59,64,67,64,82,82,70,76,79,67,82,71,79,85,87,70,80,82,82,74,77,76,71,76,70,74,73
80,3,2,74,69,78,79,80,83,78,49,85,69,78,63,77,73,55,53,77,76,73,70,82,65,71,23,35,66,47,61,47
80,4,3,78,77,76,79,77,77,84,77,76,78,86,85,85,82,71,69,91,73,73,73,64,69,85,68,79,81,77,83,79
79,3,4,76,78,30,18,24,69,76,80,28,71,70,69,75,59,87,85,74,82,62,77,73,73,77,79,69,54,40,65,70
79,4,3,80,76,78,78,80,83,77,73,77,76,74,70,79,78,72,77,86,84,72,75,76,70,78,60,70,68,65,60,61
79,2,1,24,14,13,16,14,34,75,16,21,40,66,11,39,34,55,59,31,72,42,28,69,16,45,11,16,16,12,41,16
78,3,2,70,56,80,77,82,77,75,38,75,60,74,52,72,73,63,65,75,79,56,61,76,78,67,38,56,48,34,44,34
77,3,3,77,78,33,27,24,60,74,79,39,68,70,62,69,61,89,84,81,73,82,79,81,71,74,77,67,57,36,68,66
76,3,2,81,77,62,76,71,83,68,73,68,58,57,79,74,64,89,89,85,63,87,86,85,61,80,65,74,59,40,54,35
73,2,1,14,13,11,15,14,39,76,9,16,14,62,12,22,17,39,40,31,74,45,48,70,13,22,12,11,15,15,17,14
72,3,3,70,63,72,71,73,73,65,61,71,69,63,56,76,65,75,73,74,77,73,68,70,64,64,51,61,41,29,44,25
71,3,2,72,67,66,71,73,75,64,72,71,66,60,60,74,71,68,75,79,77,53,56,74,69,75,70,62,60,43,57,61
70,3,2,65,65,69,72,71,63,65,51,62,39,63,57,65,53,79,79,67,78,70,64,64,69,41,26,26,41,29,26,24
68,3,2,61,65,62,63,63,67,60,62,60,63,64,66,74,67,83,83,81,57,75,74,66,58,62,58,46,52,50,55,41
66,3,3,77,68,45,57,47,46,63,50,27,55,60,56,74,71,73,76,60,75,61,61,58,57,67,57,47,60,49,57,56
64,4,3,59,69,24,32,33,40,53,58,28,50,56,54,67,57,82,85,56,62,67,74,42,44,56,63,56,52,50,66,44
63,4,3,65,64,16,21,15,31,60,63,28,51,54,43,62,51,86,76,64,55,80,78,60,44,66,61,59,47,43,62,45
61,3,3,62,55,49,62,57,66,55,60,49,52,45,45,73,64,75,78,56,42,79,58,58,56,63,60,50,41,46,55,46
60,3,3,62,60,45,47,48,47,60,48,33,62,64,52,62,63,63,65,54,50,68,70,56,48,63,52,46,56,52,55,51
60,3,2,35,33,55,63,64,56,50,33,62,36,50,29,35,32,61,55,57,70,47,44,60,62,46,30,22,28,37,43,33
60,3,2,62,63,36,36,37,31,42,54,21,52,53,55,55,53,81,79,52,43,84,69,45,47,60,61,53,56,62,61,50
59,3,2,55,53,54,58,60,58,52,37,49,61,43,49,64,61,54,54,48,72,65,57,60,57,43,42,39,44,51,53,38
56,4,3,57,58,49,61,60,57,57,50,54,54,58,37,62,57,67,62,55,69,57,39,46,30,49,44,58,52,32,56,59
90,3,1,31,13,13,13,21,38,88,12,30,68,60,17,31,32,56,56,25,64,43,57,67,21,31,13,12,21,19,40,13
90,4,4,90,87,15,27,41,84,85,86,20,83,91,76,84,76,69,74,75,93,41,86,72,80,93,90,88,82,82,91,93
88,4,5,90,89,68,76,75,72,86,84,70,86,83,78,85,87,75,79,91,91,61,79,85,73,90,71,88,82,82,76,84
86,5,4,89,87,49,55,53,69,83,83,68,85,67,80,85,73,86,84,85,63,83,88,72,53,87,77,75,83,64,72,81
85,3,3,88,83,25,21,28,52,85,84,39,87,85,83,86,77,75,63,74,43,89,89,72,63,75,80,70,84,84,81,71
83,3,2,63,59,83,86,85,86,75,44,85,41,69,41,72,56,79,83,81,84,65,76,86,79,55,33,48,46,43,46,36
83,2,3,71,69,79,83,83,89,79,59,80,57,69,75,72,73,74,74,81,83,63,73,86,85,79,52,63,67,57,64,49
83,4,4,85,81,66,68,72,85,85,79,82,86,82,74,86,80,78,68,85,65,84,85,63,60,72,71,74,78,65,79,67
83,3,2,61,59,81,81,84,82,83,48,82,49,80,52,66,63,76,77,79,87,48,60,75,85,42,50,35,49,22,52,54
83,4,3,80,77,48,37,54,81,83,85,54,83,89,78,79,85,69,73,84,84,77,77,81,76,86,84,84,84,81,79,85
82,4,4,84,88,35,38,39,59,81,80,42,70,80,73,75,58,92,91,80,80,85,85,80,70,84,82,72,76,54,71,74
82,1,3,80,82,78,77,82,84,84,78,80,71,85,85,77,69,87,85,89,85,87,74,68,64,85,58,62,69,66,55,69
82,3,2,80,71,75,72,79,67,85,66,83,85,85,72,87,85,53,52,69,66,63,58,72,73,78,59,71,68,59,64,67
81,4,2,80,73,82,77,84,71,85,64,86,79,86,75,81,80,65,58,86,73,75,73,71,71,68,46,64,77,55,56,62
80,2,2,76,79,79,78,80,74,78,73,79,65,75,78,75,64,83,88,78,80,75,80,68,67,62,44,48,63,58,53,58
80,3,2,69,60,81,82,82,85,78,42,79,59,73,64,75,67,55,68,80,80,62,43,83,75,68,50,59,38,35,55,60
80,5,3,75,74,81,82,84,78,78,64,79,63,76,71,75,66,80,80,87,65,78,80,72,70,69,55,56,69,35,45,59
79,3,1,25,12,14,15,11,33,79,11,21,44,52,11,38,36,47,44,35,75,44,52,63,12,14,14,11,12,13,16,17
78,3,3,79,83,22,25,25,56,76,81,38,70,73,68,73,56,92,90,79,61,76,86,66,68,75,76,64,67,65,74,73
78,3,3,82,78,49,41,46,63,76,78,47,75,65,71,75,65,85,84,81,54,84,84,65,61,71,72,69,72,56,65,64
78,3,3,82,72,72,66,76,94,78,79,73,74,77,61,78,66,54,55,84,92,52,50,65,91,75,70,72,62,46,64,71
78,3,4,79,79,51,61,57,47,77,70,62,77,63,84,74,66,83,78,69,56,77,84,57,51,75,69,73,84,72,65,75
72,4,2,63,65,69,74,72,83,63,54,74,58,64,59,73,70,79,80,71,79,65,70,76,70,79,57,56,56,34,48,55
69,4,2,69,68,16,24,23,36,66,71,24,60,60,45,59,52,79,79,72,67,71,65,64,62,67,70,59,49,42,67,57
68,2,2,59,60,66,67,66,72,60,31,62,35,52,33,65,49,74,77,66,74,65,62,77,68,46,26,34,36,37,50,37
67,2,1,20,11,13,9,11,22,68,14,20,55,64,10,36,20,43,43,34,56,44,34,54,11,12,12,11,9,11,12,7
64,3,2,53,45,65,61,64,65,59,41,57,28,49,28,57,55,68,67,69,68,74,64,77,62,32,21,32,32,30,37,25
63,3,3,69,66,47,49,50,44,63,57,27,59,69,60,69,70,65,60,55,61,58,56,52,53,61,62,49,55,55,60,51
61,3,3,58,57,49,59,55,62,62,58,44,54,49,45,75,66,69,60,59,51,67,57,55,59,68,41,50,45,45,52,44
61,3,3,67,68,42,48,49,49,61,52,28,58,63,53,72,70,74,74,45,51,67,60,59,55,65,53,46,63,51,63,49
60,3,2,36,34,56,66,68,55,50,29,56,31,46,32,39,30,78,77,55,64,59,56,71,63,43,27,30,35,36,49,37
58,3,3,63,65,54,57,57,42,54,45,46,49,57,43,53,43,77,76,58,55,65,63,65,65,61,61,64,44,36,58,50
54,2,1,17,16,17,19,14,25,51,13,25,36,25,12,26,29,49,41,43,50,57,35,59,15,23,14,11,13,11,13,13
89,4,4,89,89,13,12,20,57,88,91,24,83,90,70,79,63,92,86,74,73,90,86,80,68,87,90,84,82,72,80,85
88,4,4,86,85,30,40,39,68,88,84,52,88,84,90,89,82,76,78,85,73,75,78,65,53,85,83,86,81,84,77,82
87,2,4,90,85,23,29,42,51,84,81,41,92,92,85,91,78,72,65,68,56,88,92,66,54,71,70,74,83,77,77,80
85,4,4,88,87,57,64,64,68,87,77,79,87,86,74,90,83,77,74,73,74,83,85,62,49,77,69,74,81,74,76,75
85,3,2,66,63,85,86,88,81,83,41,77,59,85,61,65,66,68,69,68,87,42,60,73,84,75,45,55,61,52,63,46
84,3,2,64,41,81,83,84,89,78,49,82,45,74,52,70,66,68,75,78,81,62,71,90,85,69,53,56,50,39,44,56
84,4,3,82,79,66,75,76,78,82,80,60,85,83,67,86,83,69,78,80,91,55,60,65,74,86,82,85,80,85,89,68
83,2,4,84,86,48,54,58,34,79,81,26,76,74,72,81,67,94,92,75,64,91,90,60,38,68,73,70,64,49,63,59
83,3,1,15,13,11,19,18,40,77,15,23,71,60,12,32,31,58,54,44,70,64,64,81,18,22,13,21,25,60,23,11
82,3,4,83,81,30,25,39,73,84,82,58,81,82,81,77,67,79,76,74,62,81,84,63,45,74,81,80,83,80,74,65
82,4,3,76,78,73,78,81,87,82,68,86,75,64,68,82,81,77,77,82,73,79,79,72,55,83,70,81,70,71,61,76
81,4,3,75,74,84,84,84,75,80,66,79,59,84,74,70,64,75,74,84,81,76,68,84,79,69,40,62,66,47,59,56
81,3,3,76,73,84,83,84,88,85,71,85,66,70,75,72,64,67,68,82,79,66,71,84,76,66,49,57,68,66,64,53
80,3,3,83,86,26,35,32,58,79,79,32,68,74,72,75,64,92,91,80,63,82,86,66,72,78,75,77,81,62,63,64
80,3,2,74,78,75,82,83,84,79,69,80,76,85,90,73,77,69,66,77,78,58,64,81,79,91,55,80,85,81,74,64
80,3,2,79,70,80,81,83,73,77,48,77,59,81,62,80,71,75,75,80,78,57,64,72,77,46,29,38,46,29,37,27
79,2,2,72,62,78,82,80,87,79,59,83,62,76,60,75,73,66,68,84,81,57,74,72,70,76,54,68,65,53,54,41
79,4,2,76,71,76,79,81,55,72,66,76,59,73,75,64,69,80,83,82,66,75,77,70,70,52,34,43,64,38,45,59
79,3,3,80,82,27,26,20,50,77,74,33,74,70,77,76,74,89,88,79,34,87,87,62,47,75,61,70,80,46,56,75
78,4,5,83,85,20,19,17,56,82,79,32,72,84,66,74,66,88,85,84,61,91,92,63,61,73,80,72,76,54,73,67
78,3,3,79,83,63,71,73,82,72,71,75,72,76,69,80,76,79,77,89,64,86,89,72,53,80,63,73,72,48,65,59
78,3,1,30,12,15,12,11,30,75,7,22,38,56,12,33,48,49,54,44,76,55,39,70,22,23,11,14,23,11,16,13
76,3,3,76,74,15,12,22,56,70,79,17,65,73,48,67,58,89,85,65,74,70,79,58,60,76,79,66,67,53,74,69
66,2,2,67,67,20,29,21,34,55,66,19,61,54,45,53,35,87,86,58,57,72,77,76,64,67,68,49,48,31,60,49
66,3,3,71,68,33,38,44,61,60,54,27,63,60,52,68,59,70,69,53,62,63,71,59,50,63,59,56,61,66,60,55
65,4,3,72,73,22,21,23,28,46,61,20,58,57,43,63,48,82,78,61,39,82,83,57,30,61,62,50,62,47,58,44
65,3,1,27,20,14,14,16,28,62,14,22,35,33,14,32,41,48,49,31,64,42,40,64,14,24,15,17,20,15,34,19
64,3,3,71,65,44,48,46,45,51,48,42,67,70,54,74,72,66,67,61,48,81,72,55,43,62,61,51,65,50,49,44
63,2,2,62,44,61,63,67,52,54,28,52,32,70,30,57,49,67,61,75,72,56,58,68,65,31,30,22,26,22,35,25
61,3,3,58,60,40,16,20,48,49,58,37,52,55,52,57,49,77,79,68,47,88,80,46,38,68,61,65,55,48,59,54
61,2,2,50,45,65,58,64,56,56,50,54,39,37,48,53,51,72,68,64,65,72,63,76,60,44,24,33,33,35,40,26
60,2,3,58,66,14,12,19,42,53,56,14,55,47,50,47,39,85,87,62,34,74,78,48,35,50,54,41,41,29,59,34
59,3,3,63,60,37,39,40,43,53,42,43,62,53,50,65,64,70,69,55,38,70,65,60,43,68,47,57,65,70,40,39
82,3,2,71,69,82,81,85,76,74,41,83,59,87,53,74,76,74,76,72,92,51,57,81,76,81,55,64,60,70,62,45
81,3,2,65,60,86,81,82,78,74,50,86,58,76,68,65,65,79,83,75,75,79,81,93,76,70,37,59,68,41,50,65
80,4,5,86,88,44,32,40,47,72,76,19,73,71,70,76,66,86,85,70,40,85,90,34,35,73,75,69,71,72,69,70
80,3,3,84,80,18,20,24,57,75,78,18,72,71,70,74,64,79,79,69,76,56,74,76,73,87,81,89,78,82,72,73
80,3,2,76,74,79,82,82,73,76,63,77,51,75,79,76,70,81,79,82,72,71,76,71,69,59,38,54,74,66,52,43
79,4,2,76,76,76,79,78,75,76,71,76,65,69,79,75,69,83,83,87,62,83,76,73,65,80,57,78,66,64,60,68
79,2,4,85,83,40,26,34,56,80,73,31,84,78,79,81,77,72,70,73,64,77,81,65,63,69,65,66,83,76,80,73
78,4,2,80,70,64,61,73,85,79,65,80,83,71,70,81,78,68,65,76,69,90,75,56,27,77,34,71,80,70,64,73
78,2,2,74,66,31,22,37,67,78,83,47,61,78,56,59,46,66,74,74,81,55,65,82,81,83,82,71,59,43,77,72
78,5,1,33,20,13,12,13,43,70,13,22,44,34,19,27,19,32,35,29,80,42,32,59,13,36,13,12,10,19,22,19
77,4,3,75,79,16,21,28,41,77,80,44,69,74,70,76,66,79,84,85,71,65,79,81,76,75,79,74,69,29,71,74
77,2,3,77,73,36,24,27,79,77,77,42,63,74,70,62,49,84,84,84,79,75,74,93,75,76,75,67,54,37,78,70
77,3,3,77,76,66,67,71,74,80,68,67,75,84,75,80,77,67,67,86,67,76,79,82,53,63,58,63,73,69,62,64
76,3,3,78,71,55,62,65,67,73,61,65,82,79,88,81,80,69,68,76,64,79,74,68,57,74,53,70,86,79,64,51
76,2,1,17,17,13,12,13,35,69,16,22,50,63,11,33,35,58,56,35,63,43,35,68,16,20,17,14,15,18,41,12
75,4,3,77,75,65,64,72,78,75,62,74,74,69,66,76,74,68,68,78,75,75,73,64,60,76,52,73,69,70,51,60
75,3,2,71,55,73,68,77,83,66,50,76,70,72,37,78,71,66,55,75,84,59,60,67,65,60,25,43,49,53,54,22
75,3,4,77,79,18,30,26,38,63,71,22,72,62,71,69,63,89,85,73,45,84,90,48,33,71,67,71,69,65,60,55
75,4,2,63,57,76,76,79,66,73,42,69,50,65,23,63,52,67,66,75,78,62,74,85,74,50,34,41,38,33,54,56
75,3,3,75,75,71,70,72,77,68,70,73,67,73,78,77,75,77,78,80,69,77,78,70,71,83,68,74,75,73,63,69
73,3,2,63,59,73,71,73,73,70,37,72,40,64,58,64,64,55,53,69,78,53,51,62,74,37,54,49,35,46,50,53
70,3,2,61,62,68,69,72,71,71,53,69,59,71,70,62,60,72,74,77,72,60,70,85,65,61,45,60,60,45,51,44
69,2,1,24,13,12,12,16,20,62,12,16,31,29,20,24,23,48,48,30,45,51,63,69,16,18,15,14,10,14,21,16
69,3,2,66,62,62,68,70,80,58,55,64,66,66,59,74,66,69,68,74,65,85,74,56,46,58,49,53,58,51,49,40
68,2,2,61,64,64,68,71,63,57,49,66,40,54,70,64,62,77,78,68,63,65,72,61,56,34,36,38,63,62,51,37
67,4,3,66,68,34,16,40,51,60,61,24,60,52,62,59,56,88,87,70,57,79,79,72,46,52,52,47,53,43,49,47
67,3,2,59,53,67,66,70,56,55,47,65,44,57,47,63,53,56,67,66,74,59,60,62,65,49,36,42,55,58,42,34
67,2,1,26,11,11,12,12,40,68,13,24,21,62,13,28,18,51,52,44,76,51,54,32,20,25,11,13,13,11,41,12
64,3,2,65,68,62,61,63,55,62,47,56,57,57,67,60,57,74,78,61,59,73,74,61,47,48,47,51,67,47,52,42
63,3,3,67,62,44,55,57,45,55,45,28,66,70,57,72,66,68,68,55,34,84,76,67,51,53,48,34,61,51,59,47
63,3,2,65,68,26,36,31,37,46,53,20,56,55,58,61,52,82,83,58,54,78,61,45,42,58,57,53,58,45,67,54
63,3,2,60,61,22,21,21,34,51,64,16,50,51,43,60,46,70,69,59,65,69,56,67,55,63,65,62,51,48,64,62
